author,comment,likes,published_at
@HelmaSuhaemi,Mantap pak Mahfud ❤❤,0,2026-04-08T10:32:38Z
@BerryJaboen,Untuk itu marilah kita bergerak bersama untuk perubahan menentukan nasib sendiri... biarkan para mafia dan penjilat tinggalkan di Jawa kita urus bersama wilayah kita sendiri untuk kemakmuran warga kita sendiri.. Timor Leste saja yang tanahnya kering SDA nya kurang masih bisa membangun lhoo,0,2026-04-08T10:29:38Z
@ayahsupanggat9123,Pak Mahfudz memang jempolan deh!!!,0,2026-04-08T10:28:51Z
@MinkumSalam,Semoga nanti di Indonesia cukup 1 partai dan DPR bubar. Cukup 5 orang di DPR seperti KDM atau Purbaya (orang jujur yg mau tranparansi). Sekarang pemerintah memberi gaji partai² gak punya otak. Partai hanya penghambat keputusan presiden. Tolong pak Mahfud desak presiden untuk sah kan RUU Perampasan aset agar Purbaya banyak duit untuk rakyat.,0,2026-04-08T10:25:27Z
@pap4T,"di tengah menjamurnya buzzer dan media hoax, dengan bicara bagaimana caranya menurunkan prabowo
bagi gw itu udah termasuk makar
.
sama halnya seperti korupsi di tengah covid/krisis itu termasuk kejahatan berat",0,2026-04-08T10:24:12Z
@TriSudarmaji-hs6cr,11-12 sama Donald bebek si wowo mah,0,2026-04-08T10:22:44Z
@alfakir2319,"23.55 itu semua kan kata buku nya, bukan kebijakan nya",0,2026-04-08T10:18:31Z
@DeniSuhendar-e6u,58% setuju dengan perogram MBG 15% sakit hati,0,2026-04-08T10:17:59Z
@penulispam3544,prabowo menganggap dirinya 'raja' di indon.... kritikan tidak pernah nyangkut di telinga... persis seperti trump.... gaung no king di amrik merembet ke indo..... no king bowo.... Rakyat yang yang raja bukan bowo... bowo adalah pesuruh rakyat yang harus mendengar dan menjalankan aspirasi rakyat...,0,2026-04-08T10:16:32Z
@AgusWahyudi-gs8mg,Kami sangat berharap Bp Mahfud mengundang berdiskusi dg Cak Nun🙏,2,2026-04-08T10:13:47Z
@ImamWahyudi-k1p,Yang berani kritik bilang ke pemerintah cuman netisen sampai mengatakan GOBLOK melalui komen komen,0,2026-04-08T10:11:14Z
@MadaGaskar-t6h,"Ayo Pak. MAHFUD KERAS..!
JGN LEMBEK.
Dukung semua Para Orang yg kritik. Demi Indonesia lebih baik
👍

MANA reformasih POLRI.
Biasa aja tuh gak ada efek nya.
Padahal anda salah satu orang hebat di dalam nya .!
Bapak kan anggotanya???
Piyeeee..!🙃",0,2026-04-08T10:08:51Z
@h.basritundu7711,Baru terasa dengan tidak adanya OPO sisi tidak adayang  mengkritisi jadi tindakan penguasa tidak tahu di bidang mana yanglemah.,0,2026-04-08T10:02:19Z
@weyantokusuma1023,Kan tadi sudah di bilang 93+% pejabat penipu🤭,0,2026-04-08T10:00:36Z
@rahmdfauzisyukur2768,"Keadaan kacau seperti ini tapi negri mu masih aman2 saja tp akan ada saja mulut2 provokator yang tetap menyerang pemerintah, itu sudah basi mah untuk orang2 sudah berakal...

Intinya kalau di kasi korsi mah dia baru diam daj gak provokator lagi l, ya karena dia hanya mencari kursi.
Jangan mudah di provokator.",0,2026-04-08T09:56:02Z
@madesudana4384,Jadi untuk jadi calon presiden ijasahnya spa atau ilmunya spa sehingga lebih bijak dengan yang lain kan gitu,0,2026-04-08T09:54:41Z
@ZamzamiKubu,Mantap pak mahfud md❤,0,2026-04-08T09:49:35Z
@trenget,Semoga penjelasan Pak Mahfud ada dampaknya,0,2026-04-08T09:47:49Z
@isrohidayat9386,Saya pendukung prabowo kelas berat dari 14 .19 .24 sampejadi persiden saya bangga waktu pemenanganya sakarang jauh dari harapan rakyat ucapan banyak g yambung dengan janjinya sekarang saya kecewa berat keluargaya d pengikut saya haramkn milih prabowo lagi kedepanya..,0,2026-04-08T09:47:15Z
@rudimahe7291,"terima kasih prof atas pencerahan atas review buku karangan Prabowo (Paradox Indonesia)
Prabowo pun pernah brkata bhw; ""ikan busuk berawal dari kepala""
saatnya bangsa ini MENILAI_nya
semoga rakyat semakin cerdas, waras & tangkas (berani krn benar))",0,2026-04-08T09:44:26Z
@agussupandi4073,".., apa yg pernah Prabowo ucapkan dan janji janjikan pada bukunya yg dia buat tidak akan sejalan pada saat ini. memang spt itulah karakter Pejabat di Indonesia sebelum menjabat. ingat  Wapres Gibran bilang apa soal 19 jt lapangan kerja., mana buktinya..,  jadi suruh Prabowo baca lagi buku yg dia terbitkan.  Bukan SENJATA MAKAN TUAN .., tapi  BUKU MAKAN TUAN .. 😝🤪.",0,2026-04-08T09:41:47Z
@monikalisti347,"Jangan -2 buku paradok bukan tulisan prabowo , pandangan dan  kebijakan yg diambil setelah memerintah bertolak belakang , cuma omon-2",0,2026-04-08T09:31:00Z
@ilhamlah,"Kalo harus ada yang berani mengingatkan pak Prabowo,pak Mahfud lah orangnya",0,2026-04-08T09:28:36Z
@jemmyfox5166,"Bagaimana duit dari Pentagon dipertanggung jawabkan melalui LSM dan pejabat, oligarki haritano,kan sudah bilang dana Pentagon cair,dana itu kan untuk bikin makar,makanya Prabowo tau,sudah mulai ada yg singgung, soalnya MBG dan BOP kurang mempan buat bikin rusuh,karena BBM tidak naik. Amsyong nih kata gorge Soros and geng",0,2026-04-08T09:24:30Z
@ArhamSirajuddin,"Begitu memang orang kalah pemilu silakan kritik pemerintah, jangan sampai kacau negara ini",0,2026-04-08T09:22:31Z
@endahesti2382,"Negara ini punya rakyat, klo presiden, wapres, para mentri, anggota dpr nya, polisi, lembaga keadilan kejaksaan, pengadilan, kpk hnya sbg jongos2 asing aseng oligarki rakyat perlu berontak diganti dg yg kapabel",0,2026-04-08T09:21:09Z
@QueenzaAdylla-u4y,kpan Prabowo di ganti.... presiden gagal dlm sejarah indo.,0,2026-04-08T09:20:44Z
@dinamoeljanto,Halooooo DPR apa kalian menyimak..📢📢📢,0,2026-04-08T09:19:38Z
@MuhammadkholisNasution,"PRESIDEN KITA MATI-MATIAN BERJUANG AGAR JADI PRESIDEN,, TERNYATA CUMA BUAT GAYA-GAYAAN.PROGRAMNYA GAK ADA YG SESUAI DENGAN HARAPAN RAKYAT.",0,2026-04-08T09:16:02Z
@monikalisti347,"Betul , DPR tdk berfungsi , yudikatif nya bobrok , negara pelan menuju kehancuran .",0,2026-04-08T09:14:51Z
@dinamoeljanto,Prabowo vs Prabowo😂,0,2026-04-08T09:13:03Z
@andriansyahfatahillah5055,"Reformasi bobrok......😂😂😂😂
Isinya org org korup semua..... 
Selogan........
Jaga negri ini dengan berbagi amplop.. klo kelewat ad sebagian yg sentimen Dan berkoar...",0,2026-04-08T09:10:21Z
@kutarkutar8038,Menjelma jadi Paradoks prabowo,0,2026-04-08T09:09:14Z
@fannykhan7988,Setuju dengan pak Mahfud bahwa tak ada pemimpin atau rezim yg sempurna dan setiap pemimpin atau rezim pasti akan dikritik sesuai porsinya masing-masing dan mengganti pemimpin atau rezim di tengah jalan bukanlah solusi menyelesaikan masalah.,0,2026-04-08T09:09:04Z
@jemmyfox5166,Bang Mahfud mau tanya undang undang reformasi polri sudah sampai mana???,0,2026-04-08T09:08:20Z
@AndiPurnamasari-g2r,"DPR MPR  Prabowo Gibran sukses TDK sejalan,,, akibat  bop hingga mbg yg arahnya hawa nafsu menjadi kendali. Kecerdasan bangsa,",0,2026-04-08T09:08:06Z
@AndiPurnamasari-g2r,"DPR MPR  Prabowo Gibran sukses TDK sejalan,,, akibat  bop hingga mbg yg arahnya hawa nafsu menjadi kendali. Kecerdasan bangsa,",0,2026-04-08T09:08:04Z
@AndiPurnamasari-g2r,"DPR MPR  Prabowo Gibran sukses TDK sejalan,,, akibat  bop hingga mbg yg arahnya hawa nafsu menjadi kendali. Kecerdasan bangsa,",0,2026-04-08T09:07:56Z
@Ahmat_st,"Masyarakat lagi seneng2 karena bbm ga naik beras  banyak harga terjangkau tiba2 ngajak menurunkan prabowo. Ga tepat waktunya.
Masyarakat bawah senang bbm ga naik beras terjangkau meski upah kuli kecil tapi masih bisa beri makan keluarga",0,2026-04-08T09:06:31Z
@ahmadisoppo862,"Pk Prabowo lemah 
1.uu perampasan aset jadi mencret
2.pengembangan aulitista dlm negri  roket R Han 250  asam uratan.
3  masuk di bop  antek Israel/ Amerika
4 program ompreng mbg",0,2026-04-08T09:06:28Z
@EdyJambi-p5p,Yang mendesak mundur pasti para mafia yg merasa terbatas gerakanya.,0,2026-04-08T09:06:08Z
@heruprast.501,"Intinya prabowo presiden paling oon sepanjang sejarah,gak bisa ngurus negara bisanya cuma omon2 pidato doang",0,2026-04-08T09:03:52Z
@nyomanarnawa471,Baru2 ini President Prabowo memerintahkn  TNI.symtem darurat siaga satu.viral media social..Mo Tanya. Apalagi tidak Ada ancaman Dari luar . Membuat Rakyat bingung tanda Tanya cemas gelisah. Sepertinya perintah president siap perang.,0,2026-04-08T09:01:07Z
@donibul3870,Wkwkwkkw senjata makan tuan ada d buku yg dia tulis sendri 😂,0,2026-04-08T09:00:50Z
@OzieOzie-z2t,Tolong di ikhtiar kan Pak mahfud untuk bicara dengan Pak Prabowo.,0,2026-04-08T08:59:02Z
@SriDeon,Gak akan inget kali ya ucapan2 dan kelakuannya tahun2 lalu maklum udah pikun mpud,0,2026-04-08T08:58:25Z
@MaicoHariono,Kemungkinan sudah lupa Pak Presiden😢😢 Kasihan Indonesia,0,2026-04-08T08:56:51Z
@Ardi364,Terimakasih Prof. Mahfud.,0,2026-04-08T08:56:49Z
@GangBecek-dt8gj,Negara kaya tapi rakyat hidup miskin pantaslah kalau fokusnya ke mbg,0,2026-04-08T08:55:14Z
@arekblauran8371,"sehat selalu pak Mahfud MD emang benar di buku sm kenyataan nya jauh berbeda sekali pak Prabowo ini, Dan juga banyak kasus besar hilang, kalau si silverter sdh pasti hilang ke Antartika haha..",0,2026-04-08T08:52:33Z
@Keboanabran9,"Menyesal saya pilih Prabowo, ternyata masih goblok dalam urusan kenegaraan",0,2026-04-08T08:52:28Z
@MbahJambrong-pd3im,👍👍👍👍👍👍👍👍👍,0,2026-04-08T08:52:14Z
@depokautocareindonesia7252,"Semoga bangsa indo tetep waras, 100% prabowo omon2",0,2026-04-08T08:49:51Z
@jenieliau2980,Kerennn,0,2026-04-08T08:48:37Z
@MUHAMMADILYASCHABIR,Kalau jd pemimpin dgn cara yg curang maka terciptalah bajingan itu2 juga yg bermain dalam pemerintahan,0,2026-04-08T08:44:34Z
@faithikka7353,Tong kosong nyaring bunyinya...,0,2026-04-08T08:44:21Z
@DafaAditya-re4fi,Apa kabar team reformasi polri  /  ganti Kapolri  ?,0,2026-04-08T08:44:13Z
@AgusSutopo-f6r,"Yg bagus klo mahfud besok 2029 nyapres dan dipercaya rakyat tidak. Klo menang syukur, yakin Indonesia maju dan tertib. Kemarin cawapres nanti nyapres, pak. Saya pemilih pertama, tapi klo saya masih hidup. Mf.",0,2026-04-08T08:43:32Z
@ad1bweed,"Presiden kedap kritikan yg membangun, mirip tempat kerja saya di UPT, pejabat nya tak suka dengan saran2, apalagi kritikan di mata pejabt UPT adalah sebuah pembangkang😅😂😂😂😂",0,2026-04-08T08:41:26Z
@royronald3672,"Pak Mahfud ,  skrg  di konoha , kondisinya dlm segala bidang tdk normal (  tdk baik baik saja ).  Jadi , untuk mnjawab smua persoalan di konoha ini jgn dgn cara normatif. Mafia  dimana mana , pakailah gaya mafia .  Kita terlalu sibuk mengsnalisis     smentara agen agen inteligen asing udah membangun ""  hotel  "" dimana mana di konoha.

Perhstikanlah filosofi permainan sepak bola . Itu team. Ada yg tugasnya mengacaukan pihak lawan . Ada yv mengumpan  bola , ada  yg menyerang  dan ada yg bertahan. Lucunya  ada pula yg kerjanya  mengatur score  dan menjadi  ""  pawang  cuaca  "" yg menjamin permainsn tdk akn terganggu. 

Perhatikan filosofi ini pak ,  siapa para pemain dan siapa pawang nya  😜😜. Jgn bicara normatif  ... nanti tiba tiba rudal meledak ... tak seorang pun tau caara untuk menyelamatkan rakyat. KECUALI DIRINYA SENDIRI ...Slm Damai.",0,2026-04-08T08:40:12Z
@fannykhan7988,"Hakikat hidup  berdemokrasi adalah tidak merasa paling benar dan menghormati perbedaan pendapat. Yang ditangkap mayoritas publik dari pidato beberapa orang dalam satu acara halal bi halal itu adalah mereka merasa paling benar. Mereka bilang Prabowo sdh tidak bisa dinasehati shg hrs dijatuhkan, itu artinya mereka merasa paling benar.",0,2026-04-08T08:39:00Z
@sg6.,Ya udah pak md aja yg  gomong ke pak prabowo dong jgm cuma ngomong di luaran itu sama aja ngerasani ngomong cuma di belakang ya tidak langsung di depam orangnya,0,2026-04-08T08:38:28Z
@agungtryd,semoga beliau menonton ini 😊,0,2026-04-08T08:36:25Z
@gusmanhiburan,Yg ga dapat kursi ribut,0,2026-04-08T08:34:27Z
@DgvvXgvb,Sebenar ny yg susah dimana. .,0,2026-04-08T08:31:46Z
@JonAnto-k1d,"11 12  sama yg sblmnya,sein kanan belok kiri",0,2026-04-08T08:28:38Z
@s2k26,"Penulis buku Paradoks Indonesia, tapi kelakuannya ketika menjabat juga sami mawon, justru lebih bobrok lagi, ditambah sifat NPD, otoriter dan antikritik  🤣🤣🤣🤣🤣",0,2026-04-08T08:28:36Z
@ninikwidjaja4156,"terimakasih pak Mahfud.
trs bersuara...
kdg frustrasi mendengar segala keadaan yg terlalu jauh dr kebenaran.
utk pak Prabowo, 1 hal yg terlalu nggak masuk akal....
MBG...",0,2026-04-08T08:26:58Z
@bangkakmania7593,"WO Katanya kamu seneng nonton YouTube kalau malam,ini tonton dan pahami! Jgn jdi pemimpin yg batu dong",0,2026-04-08T08:26:01Z
@rdaisme,"masalahnya pengganti presiden di tengah2, dimasa pemerintahannya beliau ini yg msh belum bisa kita terima, emang mau klo presiden kita nantinya ini si Anu itu... dilema...",0,2026-04-08T08:24:15Z
@JSilalahi-u6r9e,"KETIK BIASA,,, TAPI BUKAN BERTUJUAN UNTUK MENGGULINGKAN,,,",0,2026-04-08T08:23:44Z
@riesaKomang,Semoga pikiran positif dari Pak Prof. Mahfud bisa masuk ke telinga Pak Prabowo sebagai kritik yang membangun dan meluruskan langkah kabinet yang masih keliru,47,2026-04-08T08:21:58Z
@WindraYesova,"Terbukti Prabowo cuma Omon Omon Besar di buku dan pidato...tapi dalam prakteknya payah...makanya berulang kali dikadalin Bahlul, tapi tetap bela dan muji muji mentrinya",0,2026-04-08T08:20:42Z
@bangkakmania7593,Ternyata bukunya hanya sekedar karya tulisan doang 😅,0,2026-04-08T08:18:15Z
@ramdhanidhani8152,"Saya pemilih Prabowo,,,ini masih 1,8thn dan saya anggap wajar kalo masih carut marut.saya terbiasa melihat 3thn kalo gagal saya berlepas diri,,dan akan memilih yg lain 2029.tapi kalo 3thn saya lihat ada hasil yg baik saya akan tetap memilih.1,8 terlalu prematur untuk menilai.",3,2026-04-08T08:17:08Z
@anisekawatyekawaty2854,Sehat selalu idolakuh 😘😘😘,0,2026-04-08T08:10:26Z
@mohamadsabriidris123,Pendukung Wowo akan mengatakan pandangan Pak Mahfud adalah pandangan orang yg kecewa kerna tewas di dalam pilpres...walhal kritikan Pak Mahfud begitu bernas sekali.,0,2026-04-08T08:09:54Z
@GonggoMall-m6p,Omon2 disuruh mundur... habisnya lebih parah dr jokowu yg gak punya pendidikan yg jelas 😂,0,2026-04-08T08:09:37Z
@mutiaraindahchannel21,"Kepemimpinan Pak Peabowo tidak ada harapan dia cuma Omon-omon saja,saya sangat setuju kalau Pak Prabowo harus di turungkan sekarang,jgn tunggu waktu lagi,karena negara ini hanya akan semakain parah kalau dia lama berkuasa.",0,2026-04-08T08:07:05Z
@muhamadzakiyf3118,Buku prabowo kritik pemerintahan prabowo,0,2026-04-08T08:06:15Z
@bangkakmania7593,Lbih pantes kmu pak yg jdi presiden,0,2026-04-08T08:02:54Z
@TatiNurhayati-ll1yg,Cocok pak Mahfud jadi presiden .,0,2026-04-08T07:59:57Z
@alalfianalawa2382,"Apa yg dia tulis di buku itu 1 pun blm ada yg dirasakan rakyat,yg di lakukan hanya di permukaan lalu seolah2 selesai masalah nya,lalu dia pindah ke masalah lain dg cara yg sama,dia gak pernah selesaikan masalah sampai ke akar nya,padahal dia tahu seperti yg di tulis di buku nya dan watak nya pun berubah ingin menjadi raja bkn presiden profesional,kritikan membuat.nya tersinggung bkn setuju perbaiki dan menyelesaikan masalah kritik itu,padahal 90% kritikan itu masih tujuan kebaikan",0,2026-04-08T07:59:11Z
@didikchandra4181,Memang betul makin kebelang saya merasakan negara semakin kacau tidak ada pro rakyatnya bravo pak Mahfud semoga presiden kita cepat sadar & tanggap supaya tifak semakin parah,0,2026-04-08T07:58:37Z
@AzrilReal-d6k,"Rakyat kecil tidak tau yang namanya makar pak, intinya sekarang semakin parah pemerintahannya,kalo memang negri ini ada untuk kedaulatan rakyat Indonesia maka sah kan uu hukuman mati buat para koruptor yang makan uang rakyat, makan uang negara,kami rakyat kecil dikuras untuk pajak uang negara kalian koruptor yang makan uang negara,negri ini akan makmur sejahtera jikalau koruptor nya dihukum mati,bapak berani gak pak ?",0,2026-04-08T07:54:35Z
@RonyErwinsyah,"Pak Prabowo dr lahir sudah enak, blm pernah merasakan susahnya rakyat. Jadi hanya mendengarkan laporan2. Akhirnya muncul ABS asal bapak senang",0,2026-04-08T07:53:51Z
@OppoA9-l8y,"Kucing kering....
Malah beli mobil...dari India
OMON..."" 
Kty mau bikin pabrik..mobil sendiri...
Pembohong....""..
Sama dg ..yg dulu ..😱😱😱",0,2026-04-08T07:50:30Z
@labirin717,Bukan otoriter!! Prabowo ini Fasis!!,0,2026-04-08T07:49:21Z
@GatutKoco-h8r,"Pak Makhluk MD itu orang pintar, sebab kritis dalam situasi Indonesia. Bapak Makhluk itu ilmunya dalam, wawasannya luas, luarbiasa hebat sekali pak Makhluk MD",0,2026-04-08T07:44:22Z
@Jumaedi-d1i3p,Pelajaran orde Baru masih dipakai Prabowo.,0,2026-04-08T07:43:40Z
@ekosugiono7037,Sebelum.jd pres yg ngono pak mahfud sesudah jd lali kabeh omongan nya apa lg naik nya kong x kong dgn jokowi.,0,2026-04-08T07:43:23Z
@ashaaruna5348,Hidup prabowo,0,2026-04-08T07:43:04Z
@BangLegend-q2i,"indonesia di mata prabowo✅
indonesia di pimpin prabowo❌",0,2026-04-08T07:42:55Z
@SainUdin-q2m,yang ngertik itu orang yang tidak suka kalau persiden Prabowo salah seluruh rakyat Indonesia demon aku ikut demon pakai akal dan pikiran ok,0,2026-04-08T07:42:06Z
@jhonsonpanjaitan5234,"Dari skrng kita harus sadar, jika pak prabowo nyalon lagi jgn di pilih, apalagi wakilnya yg skrng.
Kita sepakat Ganti Presiden dan Wakil Presiden 2029.
Jangan tergiur hanya krn 10 kg beras bansos.",0,2026-04-08T07:42:01Z
@esalaprisal2534,Coba Prabowo suruh baca bukunya sendiri barangkali udah lupa.,0,2026-04-08T07:41:21Z
@febiyandaaris9126,"yang nulis buku prabowo, yang ngatur pemerintahan adalah Teddy🤭",0,2026-04-08T07:41:08Z
@bobhappy9797,"Pak mahfud MD org cerdas profesional dan jujur... yg bisa kerja dgn beliau adalah org jujur, shg jk melihat ketidakjujuran pd rakyat... tdk rela..",0,2026-04-08T07:40:58Z
@hamedmann32,Saya kira prabowo keras dalam segala hal tapi setelah jadi presiden ternyata cuma keras kepala dan lemah dalam bersikap. Dikit2 dikritik dibilang makarun 😂 omon omon,0,2026-04-08T07:40:39Z
@defiardi1775,"Prabowo dan Jokowi adalah 2 politikus yg termasuk dalam 93,3% pembohong tsb.",0,2026-04-08T07:39:26Z
@bambangrusmiyanto5603,Perlu dievaluasi yg betul2 serius jangan merasa diinterograsi khusus pemerintah jangan alergi kritik.tentunya untuk perbaikan bangsa dan negara kita.,0,2026-04-08T07:39:23Z
@TaufickMax,"MBG kacau balau... Kata mahfud
Emang segitunya yah ..
1% yang bermasalah lantas menghukumi semua salah ?

Apakah menafikan upaya perbaikan ? Adooo prof prof semakin tidak objektif",0,2026-04-08T07:37:52Z
@partonoherwo3166,"Para petinggi lebih focus mwngpulkan pundipundi dengan sangat serakah, gak peduli rakyat menjerit, emang gua pikirin.. kata para werok",0,2026-04-08T07:37:52Z
@BangLegend-q2i,"kesimpulannya adalah.., tulisan dengan tindakan nya berbanding terbalik, klo kata om jack mah ""sudah tapi belum"" 😅",0,2026-04-08T07:37:36Z
@SainUdin-q2m,maap iya pak Mahmud kalau aku pribadi sebagai rakyat persiden Prabowo tidak ada salah pakai akal waras ok,0,2026-04-08T07:37:13Z
@denid45,mungkinkah negeri kita bebas korupsi?,0,2026-04-08T07:35:47Z
@TaufickMax,Presiden mengimpor mobil dari Indonesia ? Emang itu maunya Prabowo? Emangnya mobilnya sudah ada. Jangan hoax lagi,0,2026-04-08T07:35:04Z
@TheTinasetia,Prabowo-Gibran BUkan RAJA....AKhir podcast Pak Mahfudz ..hehehe..kita maklumlah,0,2026-04-08T07:30:52Z
@TaufickMax,"... Rakyat melihat melenceng "" rakyat mana ? Dan dilihat darimana Realitasnyakah atau karena propaganda propaganda seperti pak Mahfud ini ?",0,2026-04-08T07:29:19Z
@franswi9898,Jangan jangan buku pak Pranowo itu karangan orqng lain yg dia semdori belum baca?,0,2026-04-08T07:27:54Z
@ChandraFauzi,"Paradox Indonesia:
Subianto mengkritik Prabowo",0,2026-04-08T07:26:01Z
@iskansusanto,"Kritik boleh, maki2 kebijakan juga masih boleh...namanya negara demokrasi..
Yang gak boleh itu fitnah dan anarkis.

Silahkan beradu argumen!!!",0,2026-04-08T07:22:16Z
@ricoyusuf,"harapan palsu, teori para ahli hanyalah teori.... prakteknya? pejabat/aparat/pns/asn korup semakin hari semakin brutal korupsinya bukan cuma amburadul 🤔",0,2026-04-08T07:22:11Z
@AgusSantoso-e3o,SETIAP ADA PROGRAM YG SALAH HRS DI KRUTIK DAN YG MEMBUAT PROGRAM/KINERJA PEMIMPIN HRS INSTROPEKSI DIRI DI MANA LETAK KESALAHANNYA DAN ITU HRS TRANSPARAN DLM JLNKAN PROGRAM ITU ...ITU BARU DEMOKRASI JGN SDH SALAH TAPI PROGRAM TRS BERJALAN APALAGI MERUGIKAN RAKYAT...,0,2026-04-08T07:20:22Z
@TaufickMax,Anda diminta membantu presiden untuk penegakan Hukum tapi apa yang telah dibuat ? 😊,0,2026-04-08T07:19:31Z
@bilqiesaisya.s5897,sepanjang ada iran vs as-israel indonesia kaya ga punya presiden masa dubes iran dan saudi ngadunya ke pak yusup kallla 😂😂😂,0,2026-04-08T07:16:31Z
@lunch_o_clock,"wis pokok e kabeh podo ancang2, siap2 menderita massal, saat musim kemarau panjang datang, paceklik mencekik negeri tercinta, disitulah sensi rakyat kecil susah dibendung 😔",0,2026-04-08T07:14:48Z
@hadisuwarno6594,"Ngomong tu gampang, waktu pak mprut jabat ngapain... Mosok baru sadar... Kalu  Politik tu bohong , sejak jaman dulu bohong , di kemas DINAMIS, berpolitik tu gak cuma hars,  hukum nya WAJIB, bohong ,  kalu pakai hati nurani, berpolitik sama ALLAH SWT, aja brani bohong... apalagi sesama rekan... apalagi sma rakyat, pengin jlas dtg , waktu  pildes , pilkada, pilpres,  kelapangan , janji 2 & janji tu ringan... Bela perlu gk sepaham ,intimidasi ngancam , tu jadi kosomsi  orang berpolitik",0,2026-04-08T07:14:00Z
@TaufickMax,Jujurlah pak Mahfud... Upaya menjatuhkan Prabowo ini sudah diniatkan sebelum Prabowo di Lantik. Masa anda tidak Tahu😊,0,2026-04-08T07:12:55Z
@haruneffendi9769,Prabowo kebnyak bacot doang.kenyatanya ga ada apa2nya,0,2026-04-08T07:12:00Z
@FitranandaR,"Saya tuh bingung, orang se-""ningrat"" Prabowo, dengan kekuatan ekonomi & politik sekuat Prabowo, kalau gabisa buat gebrakan radikal untuk memperbaiki Indonesia, lalu orang seperti apa yang bisa?",0,2026-04-08T07:10:40Z
@TaufickMax,Menggulingkan Pemerintahan adalah SAH 😂,0,2026-04-08T07:09:37Z
@russss_L4n,joss,0,2026-04-08T07:09:00Z
@TaufickMax,Gerakan masa yang tidak sesuai konstitusi dibenarkan oleh pak Mahfud. Semakin tidak objektif,0,2026-04-08T07:08:52Z
@OmBesar_Deltu-o7o,"Rezim saat ini anti kritik dan proaktif (negatif), Mending budeg sekalian...",1,2026-04-08T07:08:03Z
@TaufickMax,"Makar adalah Sebuah langkah yang meniadakan atau mengubah susunan merubah pemerintah...

Tapi Bicara dan pernyataan itu awal dari upaya Makar...

Kita yang awam saja paham maksud dibalik itu. Masa pak Mahfud gak paham.",0,2026-04-08T07:07:50Z
@stayweird1538,Mungkin pak presiden prabowo punya cita2 baik nya untuk negara ini. Tapi banyak orang orang bawahan bapak yg  kotor yg tidak nationalis ato hanya meentingkan kelompoknya saja . Lebih diseleksi da tegas pak prabowo ambil tindakan jangan jadi ASAL BAPAK SENANG “ .,0,2026-04-08T07:07:40Z
@LesSig-u7n,Reformasi polri mana,0,2026-04-08T07:06:36Z
@TaufickMax,Kalau Prabowo membunuh Demokrasi emang masih boleh SE bebas ini 😂,0,2026-04-08T07:04:24Z
@MuslihhidayatHidayat,DPR MPR INGIN MAKJULKAN PRABOWO DEMI UNRUK MENYELAMATKAN AGAR UU PERAMPASAN ASET DAN HUKUM MATI BUAT KORUPTOR TIDAK DISAHKAN. HANYA MENGHASUT RAKYAT,1,2026-04-08T07:03:58Z
@doni-vc,"Mau gonta-ganti ribuan kali juga maka hasilnya PODO WAE alias sami mawon. Hadeuh.... 

Pemuja demokrasi = pengikut ya'juj ma'juj...!! SIAPAPUN yg jd pemimpin jika dihasilkan dari pemilu RAHASIA yg datangnya langsung dari SETAN dlm sistem SYIRIK (demokrasi) PASTI FASIK...!!!

Inilah akar masalahnya.
Rakyat sengaja dibuat B0D0H oleh orang² yg terlibat di dlm sistem itu.

""Jika ketentuan Allah dilanggar, maka tinggal tunggu KEHANCURAN""",0,2026-04-08T07:03:35Z
@TaufickMax,Upaya dan rencana Makar itu Bagus yah 😂,0,2026-04-08T07:03:28Z
@VinsensiusGideon66,Potkes kali ini sebagian besar berbau mendeskreditkan Pa Prabowo . Program MBG  sebagian besar masyarakat kecil  merasa terbantu. Kalau  memang ada yang bermain-main terhadap anggaran MBG dalam arti sebagian Anggaran MBG masuk kantong orang tertentu itu yang  didorong supaya dilakukan mitigasi untuk mengungkapkan Penyimpanan anggaran MBG atau terkait keracunan MBG . Sekarang ini Pa Prabowo lewat Pa Purbaya untuk melakukan Perbaikan Sistem sudah mulai dilakukan,0,2026-04-08T07:01:08Z
@TaufickMax,Kekalahan memang kadang menyakitkan dan sulit dilupakan. Pak Mahfud orang baik. Namun Prabowo jauh lebih baik dan Ikhlas untuk Rakyat Indonesia.,1,2026-04-08T07:00:56Z
@AkunpakSuparno,"Setuju pak Mahfud, pak Prabowo perlu penasehat, dan pembantu yang cerdas,pintar diplomasi, dan menterjemahkan program pak Prabowo,",1,2026-04-08T07:00:06Z
@vickyrahmansyah7628,"Suka banget kalo Pak Mahfud vokal kaya ginii, sehat selalu pakkk ❤",0,2026-04-08T06:57:54Z
@yumnansabrie6489,Buku beliau itu mungkin sudah direvisi seperti buku atau hasil penelitian Rismon Sianipar tentang ijazah yg dikatakannya 11 000 T palsu ?,0,2026-04-08T06:57:09Z
@MhdArmin-h5g,Kalau Prabowo masih mendengar ocehan jokowi.indonesia TDK bisa terkontrol,0,2026-04-08T06:54:21Z
@MifaYetni,Turunkan Prabowo. Benar2 hancur negara kita oleh kebijakan Prabowo yg sangat 2 keliru,0,2026-04-08T06:51:36Z
@idafathimah8705,"Ucapan tidak sesuai dng perbuatan itu namanya apa ya'? 
Seperti nyanyi 
Kau yg berjanji 
kau yg mengingkari.",2,2026-04-08T06:51:16Z
