author,comment,likes,published_at
@paonmama7508,OM TOLONG UP KAPAL BUMN PERTAMINA YG DI SELAT HORMUS TERNYATA SEMUA ABK ORG INDIA,1,2026-04-20T05:45:54Z
@only_one255,Mbg mega korupsi yg tak tersentuh hukum,0,2026-04-20T04:23:11Z
@trinugrohobudisantoso7163,Terus..... Bagaimana Prabowo dimata Indonesia dengan pesta Ultah Teddy di Paris?....... Mbelgedes....,0,2026-04-20T02:47:09Z
@SuharnoRBR,"Demokrasi yg ber keberadaban,tapi Saeful Muzani mengandung unsur hasut dan profokatif",0,2026-04-20T01:59:18Z
@JusriPeritenggara,Termul termul 😅,0,2026-04-20T01:02:49Z
@RichoYudha-m3h,Di jaman p Jokowi di bahas juga nggak pak di dpr  keinginan untuk mengubah undang undang demi keberlanjutan pasangan p prabowo Gibran wkwkwk,0,2026-04-20T00:58:40Z
@sudiyonoata,Mhfud nd provokator,0,2026-04-20T00:49:02Z
@yantiyanti2948,"Kalau pak presiden sudah tidak memihak rakyat mari kita rame2 menurunkanya. 
Ganti presiden yg mau menyejahterakan rakyat. 
Bravo pak Mahfut.",0,2026-04-19T18:36:08Z
@ElwinMakassar,😂😂 si Mahmud sok bijak😅 kita sudah tau belang anda saat jadi Mentri sok kritik tapi di eranya jadi Mentri koruptor merajalela malah menyalahkan peesident😅,0,2026-04-19T18:04:54Z
@lindasuci6404,Tuh wakil pr3siden yg ak pilh sepasang capres cawapres pilhan aku. Bukan yg ono no 👉,0,2026-04-19T17:35:15Z
@BusriMRahat,Mantap pak mahpud sy setuju,0,2026-04-19T16:24:42Z
@EkoPurnomo-b4r,"Jelas makar bung, biasa dia kan kroninya mahfud wkwkw, lnjut",0,2026-04-19T16:22:04Z
@BERTusLynn,"Ini semua karena budaya korup, rencana sih mau gaya mafia state, rancang mega proyek bancakan, ternyata tata kelolanya lebih mirip preman kampung, sungguh menjijikkan",0,2026-04-19T16:14:28Z
@LaluNursaidDTalam,Pak Mahfud kenapa pd masalah hukum kenapa anda diambbhn risaknua alek Pabowo Ngomong domvq,0,2026-04-19T15:49:19Z
@Bruh_XD753,Asiknya,0,2026-04-19T14:53:03Z
@meiamateur9084,❤❤❤👍👍👍👍,0,2026-04-19T14:39:42Z
@SutyOryu,"Tetap semangat pk mahfut, kami masarakat butuh bukti, bukan cuma         teori di buku .",0,2026-04-19T14:37:51Z
@ALi-i3w6e,Prabowo itu sebanar nya kalo gak sejalan dengan dia maka dia kan cap sebage musuh.padahal rakyat kecil cuman mengengingatkan dia untuk itropeksi semua program2 nya apakah ada ayang gak beres dan gak baik harus di perbaiki.,0,2026-04-19T14:33:21Z
@SutyOryu,Tett,0,2026-04-19T14:24:32Z
@teguhamboro3755,Klo yg melanggar uud dgn cara koripsi itu di sebut apa pak prifesor kalo yg keritik keras di anggap makar yg jelas melanggar aturan berbangsa dan itu banyak di lakukan pejabat disebut... Tokoh  ya  prof,0,2026-04-19T14:23:20Z
@hendriksaputra404,koar koar nanti di kasih jabatan pada diem fokus lah sama nkri kita sama satu indonesia mari bangun bersama jagan bikin panik masyarakat lamun rariweh bae iraha majuna indonesia lamun arek mere masukan langsung bae ka persiden ngomong panggihan,0,2026-04-19T13:59:17Z
@JepriSofyandi,Turunkan prabowo,0,2026-04-19T12:21:32Z
@KemangIndah-j8r,"Tolong tetap peduli dengan Indonesia
Negara kita saat ini kacau diatas",0,2026-04-19T12:21:03Z
@mbahronggo3960,cepat prof Mafud pimpin makzulkan Prabowo rakyat merasakan smkin sulit semuanya bikin program gak bermutu bmg koprai mersh putih dll,1,2026-04-19T12:02:18Z
@khaleedschannel1392,"Teruslah bersuara pak Mahfud, pemimpin kita sekarang sangat anti kritik..",0,2026-04-19T11:06:33Z
@SolehSambas,"SAYA  SUKA  PRABOW0  jangan  ganggu  prabowo  PRABOWO  JUJUR  ,  CERDAS  , PEMBRANI  JANGAN  PADA  SENENG  ORANG  YG.PLANGA  PLONGO  , GAMPANG  PADA  KORUPSI  ,HATI  HATI  KORUPTOR  BAKAL  TANGKAP  TANGKAPI  PASTI  YG.  GA  SENANG  PARA  KORUPTOR  .",0,2026-04-19T10:45:25Z
@endangsumartono2975,Lantas dimana letak tertib sosialnya Prof. Kita Demokrasi Pancasila. Bukan Demokrasi Liberal. Yg mana tata terib sosialnya sesuai dgn adat istiadat berkehidupan bermasyarakat masyarakat Indonesia.,0,2026-04-19T09:53:42Z
@AbdulKarim-x2f1o,❤Anis mapud perisidin baik bagus ngerti agama islam❤❤❤😂❤❤❤,0,2026-04-19T09:39:01Z
@susrikamila9771,"Yaa betul, kalau mau memperbaiki tentunya tidak ada keinginan bubar.",0,2026-04-19T08:52:50Z
@diahsari9977,"masalahnya disekeliling prabowo para penjilat semua, pgn duduk nyaman dan enak..mrk menjijikkan",0,2026-04-19T08:32:36Z
@susrikamila9771,"Senang sekali, menyimak pembahasan ini .",0,2026-04-19T08:26:44Z
@rojikin-d5t,Satu paket kita makzulkan,0,2026-04-19T07:50:22Z
@SajaUjang,Mestinya prabowo INTROPEKSI DIRI kanapa di suruh mundur karna kibijakan nya menyengsarakan rakyat,0,2026-04-19T07:18:54Z
@abdulrahim-hd1tf,"Mantap pak fropesor Mahpud MD.telah mewakili rakyat dari Sabang hingga merauke.kalau gak ada tokoh2 rakyat yg turun tangan  menyikapi,hal2 negatip di dalam pemerintahan skarang yg sudah amburadul.🙏",0,2026-04-19T06:54:39Z
@prayitno6836,"Intinya Wowo itu artinya cerdas. Jadi bodoh krn ketularan/ sengaja niru wiwi. Jurus mabok ini terbukti manjur karena ""mayoritas"" rakyat juga masih bodoh.",0,2026-04-19T06:53:19Z
@SriHidayati-me4su,"Betul pak Mahfud MD.pak Prabowo harus mengambil sikap dg tegas,pejabat yg tidak benar memikirkan rakyat dan bangsa pecat dan singkir di tindak,salah hukum dan penjara kan..angkat yg lain yg Lbh baik ,semangat,patriot,cinta pada rakyat dan tanah air, bangsa.jgn takut.kalau TDK berobah alamat akan runtuh dan benar2 hancur.",0,2026-04-19T06:39:30Z
@suwandituban6837,Gm fungsi DPR sebagai pengawansanx,0,2026-04-19T06:17:52Z
@MiftahRifai-x5x,Boti dijadikan presiden bikin risih,0,2026-04-19T05:30:53Z
@CristianSukemi,"BENAR PROF ,HRS DI INGATKEN .NKRI MUMPUNG BELUM HANCUR.",0,2026-04-19T04:27:38Z
@MualifHaroni-e3k,"*Sedikit-sedikit makar sedikit-sedikit makar...makar kok sedikit*
Bravo bapak Mahfud presiden berikutnya yang memenggal kepala koruptor jika mereka ngawur menyalahgunakan kekuasaan",0,2026-04-19T01:56:44Z
@YusufPutra-h5r,Pak .mahfud trs semangat sangat jelas dan gamblang bisa diterima masyarakat luas .salam sehat sellu,0,2026-04-19T01:17:00Z
@agungprasetyo6205,"Menurutku, rasanya kerugian besar bagi kita bahwa seorang Mahfud MD tidak dikehendaki menjadi Wapres kita, semoga ke depan masih ada kesempatan orang pinter dan baik ikut memimpin kita. 😊",0,2026-04-19T00:00:44Z
@IstiAtin-i8j,"Sekarang ini sdh jelas pk... pimpinan2 maling banyak duduk di kursi empuk😃. Dari tingkat bawah saja... pimpinan desa saja sdh banyak, apalagi pimpinan2 atas 😇",0,2026-04-18T23:47:05Z
@JejeAdriellll,Indonesia amburadul.....hukum sudah morat marit..,0,2026-04-18T23:01:22Z
@YusupHidayat-b8r,PK Mahpud waktu menjabat diam saja setelah tidak menjawab apalagi kalah dalam pilpres anda sekarang banyak bicara tentang pemerintah gimana tuh ??? Yang niat dan upaya menggulingkan presiden itu sudah makar brow 🫵🏼🫵🏼🫵🏼☝🏼☝🏼☝🏼😩😩😩,0,2026-04-18T22:48:59Z
@kasimankasim9724,"Ini baru master hukum,tlong kasih masukan buat pemimpin Jagan anti kritik tlong pak presiden saya ikut milih soalnya jdi saya ikut berdosa jika presiden keliru ato salah menanggapi kritik,tlong pak presiden pertimbangkan masukan dri pak Mahfud,tlong tegakan hukum yg adil,yg bikin gaduh tlong nasehatin pak presiden,jgan Padang bulu,trimakasih assalamualaikum",0,2026-04-18T22:21:56Z
@onelayt,"Pembanngunan KDMP 1,6M TANPA TENDER ... ?.............. bocorrr tercecer sunat menyunat kemana2",0,2026-04-18T17:44:10Z
@onelayt,dari negara KONOHA menjadi negara OMON OMON .. MBG dan KDMP bocorrrrr tercecer dimana2 ... BANYAK ORANG KAYA BARU dari proyek MBG,0,2026-04-18T17:43:10Z
@diegosantoss9160,Sayang pemikiran pak Mahfud kalah dgn yg modal oke gas 2 tahun lalu... Semangat terus mencerdaskan bangsa pak Mahfud. 💪,0,2026-04-18T17:39:57Z
@a.tatangdachlan2920,Masalah yg dipelihara....,0,2026-04-18T17:23:05Z
@aliafandi151,"Saya mau tanya ke prof mahfud
Menurut prof mahfud  ucapan mengjak melengserkan presiden lewat jalanan bukan lewat konstitusi itu ucapan yg benar apa tidak menurut hukum dalam penilaian prof mahfud",0,2026-04-18T16:46:35Z
@miryamhanum2515,"Benar pk Mahfud naseht kpd pk prabowo bpk jngn keras n kehendak  sendiri ini negara yg d titipkn rakyat d jlnkn dengan baik bkn  seenknya ni bpk melenceng k hendak sendiri jngn gengsi n jngn ter pengaruh dngn bisikn "" sadar pk prabowo msh ada wkt",0,2026-04-18T16:20:30Z
@marwotoclp5177,DPR 2026 tidak produktif. Tidak terlihat memperjuangkan aspirasi rakyat Indonesia NKRI,0,2026-04-18T15:52:07Z
@wahyuwibisono6416,MAFUD JADI PRESIDEN BELUM TENTU BAGUS HASILNYA. KALAU DI LUAR PEMERINTAH MEMANG GAMPANG BICARA . WAKTU JADI MENTRI AJA SAYA TIDAK MELIHAT HASIL DAN PRESTASINYA. SAYA TATAP MENGANGGAP SAIPUL MUJANI MAKAR DAN MENGAJAK MAKAR. MENGHASUD UNTUK MAKAR. INI PENDAPAT SAYA. KARENA DEMOKRASI SAYA JUGA PUNYA PENDAPAT YANG BEBAS SAYA SAMPAIKAN DILINDUNGI UNDANG UNDANG,0,2026-04-18T15:14:40Z
@faqihashri3729,Ada yg punya link buku dari pak Mahfud itu?,0,2026-04-18T12:11:26Z
@HAROMAENPETUALANG,👍👍👍👍👍👍👍,0,2026-04-18T11:32:56Z
@tonynabur,"Gmn kbr reformasi polri, pak?",0,2026-04-18T11:22:58Z
@kucingfavsanti,Orang ahli Hukum.pasti mutar balik hukum.,0,2026-04-18T10:42:00Z
@giat765,DPRnya DOBOLSEMUA,1,2026-04-18T08:24:32Z
@yucedianatriwahyuningsih4353,"Benar apa yg beliau katakan, skrg ini visi"" presiden tdk jelas dan DPR diam, sedih sekali melihat semuanya",0,2026-04-18T08:03:49Z
@yucedianatriwahyuningsih4353,"Semoga pak Mahfud sll sehat,dan tetap menyuarakan kebenaran dan keadilan sangat mencerdaskan bangsa",0,2026-04-18T08:00:34Z
@ranggareviella5999,"Reformasi polri ini apa kabar pak?
Btw tlg sebutkan juga prof program pemerintah apa yg jalan 1,5 th bisa berhasil 100%?  
Kalau tdk ada, maka kita ini memang harus bertambah sabar nya atas program2 itu, MBG bgaimanapun juga sdh melahrikan 1,4jt , ekonomi lokal bergerak.",0,2026-04-18T05:47:12Z
@yadijayadi2503,"OMON OMON TULEN KGK BSA DI NASEHATIN ,SEMAU MAUNYA AJA , KENYAATAANNYA TERBALIK,DI KRITIK MARAH",0,2026-04-18T04:35:26Z
@AkunSaya-e5n,M.B.G=MaalliingBaangssaatGaarroong,0,2026-04-18T03:04:18Z
@AkunSaya-e5n,M.B.G=MaalliingBaangssaatGaarroong,0,2026-04-18T03:03:59Z
@lierudypranata4801,Tuhan tolong lindungi Indonesia ku... Dari rezim yg jahat dan bodoh..,0,2026-04-18T02:36:11Z
@nyoman8033,"DPR GAK USAH DI PILIH BUBAR KAN SAJA DPR, PILIH DPR YG BARU DN YG AMANAH DN DINPERKECIL ANGGOTA DPR",0,2026-04-18T02:18:22Z
@supriyono6459,"Dari awal saya sudah memprediksi, setelah Prabowo jdi Presiden ganti KAPOLRI & PANGLIMA TNI.... ga mau denger sih.",1,2026-04-18T01:01:17Z
@MochRomli-g8i,Prof Mahfud MD mantap 👍👍👍❤❤❤,0,2026-04-18T00:58:50Z
@uumsujana2422,"Alhamdulillah masih ada  orang sekelas pak mahpud,yg bisa menjelaskan dan dimengerti oleh rakyat,semoga jadi pemimpin di masa depan🤲🙏🏻",0,2026-04-18T00:26:35Z
@SuparnoAmbeh,"Dulu aku berharap waktu mendampingi pak Ganjar,pak Mahfut buatku udah pas banget menegakan hukum dan menegakan NKRI. Soal makar era prabowo menurutku yg prabowo sendiri, pemerintahan amburadul.",0,2026-04-18T00:10:29Z
@bangrobet-st6yt,"MBG itu harusnya di bubarkan 
Di ganti dengan pendidikan gratis",0,2026-04-17T23:53:40Z
@hefninasir925,"Ampuun, sampai ke bukunya jadi omon omon, nyatanya ga sinkron dg kerjanya..",0,2026-04-17T23:30:05Z
@SitiElviyah-mu2cd,"Betul kata professor....
Negri ini pejabatnya banyak yg bajingan...sepi teroris tp berkembang biak premanis",0,2026-04-17T22:53:50Z
@HartonoGajah,"Para aktivis maju terus demi rakyat ,memang pemimpin AROGAN",0,2026-04-17T22:29:44Z
@sofyanmkr2259,"Mungkin karena anggota dpr nya nggak nangkep nggak nyambung nggak berani dg partai takut dipecat.......sementara biaya utk jadi dpr mahal......
Pimpinan kampus diam apalagi mahasiswanya....ukt mahal..m",0,2026-04-17T20:07:36Z
@NugrohoSupriyanto-ge5yb,Carilah pemipin yg waras biar lebih baik jangan pemipin omon2 janji doang 😊😊😊,0,2026-04-17T19:38:57Z
@bengkel57motor78,Programnya bagus. Tapi memang bener perlu di evaluasi. ❤p mahfud,1,2026-04-17T18:18:06Z
@chaishilasulistyo5618,"Ternyata kata ""omon - omon"" yang terlontar dari mulut Prabowo ketika masa kampanye merupakan cerminan dari dirinya sendiri
Karena memang sekarang sudah sangat banyak bukti dari apa yang disampaikan bertolak belakang dengan apa yang dikerjakan
Dan itulah yang dimaksud ""OMON - OMON""",0,2026-04-17T17:47:38Z
@komengkoclak7711,"Munafik menggambarkan kerusakan menyeluruh pada moral seseorang. Semoga bencana besar segera tiba menimpa kita semua. Kepunahan adalah keadilan yg sebenarnya saat ini. Tanpa itu, masyarakat kecil saja yg terus jadi korban kebiadaban para pemimpin negeri ini yg sepenuhnya biadap.",0,2026-04-17T16:46:18Z
@arisris7827,Boleh bilang keliru tapi tidak bilang diturunkan,0,2026-04-17T15:31:53Z
@MZiyaul,Prof Mahfud genius jujur apa adanya berani dan familiar,0,2026-04-17T15:10:24Z
@Paklasiman-w9c,"Sama ja dia juga gila jabatan,yg namanya penghasut,makar sama jahadnya indonesia dah aman damai maunya di hasud....",0,2026-04-17T14:16:08Z
@Paklasiman-w9c,"Sama ja dia juga gila jabatan,yg namanya penghasut,makar sama jahadnya indonesia dah aman damai maunya di hasud....",0,2026-04-17T14:15:43Z
@esuryana5235,"Mahfud MD mancal menclelah,pernah jadi team sukses kemenangan probbowo,kalah ga ngaruh nyalon presden kalah , emang penting untuk nyimak omonganya gue ga penting",0,2026-04-17T13:23:10Z
@gunawanwawan3923,"Kalau hakim n Jaksa ditekan sang boz maka pasal apapun bisa jd pasal makar  ... 
Msih ingat kasus MK soal gibran  kan guys  ....",0,2026-04-17T13:16:58Z
@tarjanaltaher7162,"Contoh makar yg jelas pd zaman dulu yaitu PKI & PRRI semua di zaman orla.
Siapakah keturunan nya   ?",0,2026-04-17T12:13:52Z
@jajatsudrajat9285,Wowo kena kritik bukunya sendiri....ibarat senjata mkn tuan bukunya😅😅,0,2026-04-17T10:06:26Z
@aguspawitno8689,"Mengajak utk menggulingkan presiden apakah itu di sebut kritik. Sy ngk paham pak Machfud, kritik itu setahu sy,  menyampaikan kebijakan yg ngk berjalan dg baik dan menyampaikan solusinya. Memang ngk ada merubah susunan pemerintah tp efeknya kata2 mengajak itu yg berbahaya.",0,2026-04-17T09:53:35Z
@dreamies09,Di-counter attack pakai bukunya beliau sendiri🤣,0,2026-04-17T08:50:42Z
@YasinSucipto-b4d,"Seluruh politikus ini tidak yg mampu memimpin negara ini, kecuali diam,kecuali orang siap berjuang  dg harta bendanya,kalau masih cari gaji sama aja bohong",0,2026-04-17T08:05:47Z
@YasinSucipto-b4d,"Sekarang pembicara ini lahir dan batinya seimbang ya,",0,2026-04-17T08:01:45Z
@UjangRohman-x5e,"Prabowo Gibran mundur,jangan Prabowo ajah salah tu,dua2nya harus mundur",0,2026-04-17T06:26:54Z
@BenhardPaulBolung,U,0,2026-04-17T05:33:25Z
@opihidayatullah9368,Udh people power sebelum tambah rusak negara ini oleh omon omon,0,2026-04-17T04:31:11Z
@drnengah9587,Mantap pak prof Mahfud  jangan kritik  dikit dikit Makar,0,2026-04-17T03:11:07Z
@silverphoto8554,"Kemakmuran Rakyat indonesia & kejaya'an Negara ini kunci nya ialah : RUU perampasan Aset bagi koruptor di Sahkan lebih dulu lalu di miskinkan , ini kunci mutlaq . Jangan berharap indonesia jaya kalau ini di abaikan.",0,2026-04-17T01:46:24Z
@adisanjaya3066,Gas..mahfud,0,2026-04-17T00:09:30Z
@andithandjoenk6295,Mahasiswa sekarang pada sibuk joget tiktok sama mabar EMEL,0,2026-04-16T18:58:29Z
@kusmantaradewa8525,ORANG orang kalah demokrasi lagi bicara....kita dengerin saja....😂😂😂 BENER2 deh kalo dikasih hati minta jantung. Presiden pilihan rakyat....malas denger orang orang sakit hati bicara...lihat rekam jejak Mahfud saat menjabat apa yg sudah dilakukan.,0,2026-04-16T15:41:13Z
@hidayataja3084,Rakyat biasa saja yg awam sdh bisa menilai bahwa pemerintahan era prabowo ini sama sekali tidak membawa kemajuan sama sekali dan marak sekali korupsi nya,0,2026-04-16T15:28:43Z
@UmuHanik-i9b,Pk Mahfud tutup MBG naikkan gaji pansiyunan pk????,0,2026-04-16T13:42:20Z
@SahiyarSahiyar-r8m,Mantap pak mahfut,0,2026-04-16T12:40:59Z
@enoksitirahmisdn2lengkongk252,"Ya alloh lindungi bangsa dan negara tercinta ini,",0,2026-04-16T08:50:23Z
@ChelsieOkta-n1u,"Sesungguh nya langkah pertama presiden saat ini  Setop MBG saja sudah BERES 👍
Cuman RAKYAT nya meminta  dengan baik2 sudah tidak didengar itu masalah.. karena memang MBG hanya lahan KORUPSI BESAR BESARAN rakyat sudah lelah merasa di buta kan oleh Presiden nya
Satu contoh Aceh terjadi bencana belum beres Papua butuh mobil jenazah malah borong mobil motor truck sendok piring dan kaos kaki hanya buwat MBG saya rakyat awam saja miris MENILAI KEBIJAKAN PRABOWO",0,2026-04-16T07:56:29Z
@limwenliang7735,Saya setujuh bpk Mahfud MD  dgn bpk A Hok dicalonkan president dan wakil president indonesia yg menjadi lbh baik .,0,2026-04-16T03:32:49Z
@IsmailIsmail-iw2he,Mahpud md ini waktu jadi mentri  kayak kacung semua permasalahan dia tau semua tapi seolah olah tidak tau tapi sekarang berkoar koar,0,2026-04-15T23:46:52Z
@AgustineRizalArofat,"Baguslah pak kalau begitu pernyata'an bapak.. Semua memang harus di lihat dg fakta, dan kenyata'an yg ada.",0,2026-04-15T22:37:02Z
@Yono06-y1k,Lebaran selesai kok ribut lagi.,0,2026-04-15T19:27:12Z
@PutraPratama-n7u,Dimata Prabowo 2030 indonesia bubar ditangan Prabowo. Bs jadi sblm 2030 indonesia BS bubar,0,2026-04-15T18:28:15Z
@tutumi864,"Bener Pak Mahfud kami udah ga marah lg dgr mrk gini gitu..tp lbh ke mual,geli..Gila aja dr 280jt penduduk yg mimpin gini amat yg bantu2nya gitu bgt..jd mikir yg ptg skr selamatkan keluarga masing2,brusahamandiri pangan,nanem2 di pot,batesin brita yg bikin geli cmn dgr podcast tertentu PCast Bp,Gita Wiryawan, bertani organik,kesehatan..yg asbun2 ga mo denger pokonya 😅",0,2026-04-15T18:19:52Z
@HokyKiat,Klo sy jd rakyat kgk srh prabowo mundur tp minta tegas setegasnya benahi hukum n sikat hbs pr oknum jendral yg nakal2,0,2026-04-15T18:07:30Z
@AlimanIman-ry3wz,"Pemerintahan Prabowo semakin TDK jelas
Macan ompong",0,2026-04-15T16:20:00Z
@fachrizalfnu8607,"Prabowo selagi pegang  kekuasaan kalau mau benar2 baik thd NKRI , tinggal tunjuk dan rubah kebijakan2 yg berpeluang banyak MALING spt harapan di BUKUnya sendiri. Tapi Prabowo TAKUT dan bahkan ikut dlm mengambil kesempatan MALING.",0,2026-04-15T16:06:54Z
@kolonglangitinfo,Jadi pemimpin itu harus siap dikritik makanya setiap kebijakan wajib pro rakyat jangan hanya omon2 doang siap mati demi rakyat tapi yg diuntungkan malah mafia2,0,2026-04-15T15:35:56Z
@Readmi12-vu4dz,"Prabowo inikan presiden paling tolol, Omon-omonnya tidak sesuai Fakta dilapangan",0,2026-04-15T14:26:38Z
@Saepudin-nb9kd,JANGJI PRABOWO MENSEJATRAKAN RAKYAT  HANYA OMON2 TIDA ADA BUKTI.,0,2026-04-15T13:56:45Z
@toniisk5982,"Kami sudah lelah sama pemerintah saat ini, benar benar ga becus! Ga ada niat utk memajukan negara sama sekali, cuma mikirin korup korup aja!!! Mana udah ga ada malu malunya mereka korupsi, terang terangan sekali..",0,2026-04-15T13:05:09Z
@sarjono-vf5uo,Komentak pak Mahfud md cerdas mantab ❤❤❤,0,2026-04-15T12:23:20Z
@MulYono-m1p,Sering sering PK mahfud memberi pencerahan kepada rakyat adem rasanya,0,2026-04-15T11:59:23Z
@MulYono-m1p,Presiden kok mikirin sepeda listri Mikin rumah harus atap genteng.suka suka masyarakat mau sepeda listrik mau atap genteng,0,2026-04-15T11:56:34Z
@MulYono-m1p,Prabowo sudah tua gak sampe akalnya untuk memikirkan negara orang klu di atas 70 ke atas akalnya sudah kembali ke anak kecil lagi,0,2026-04-15T11:48:05Z
@MulYono-m1p,Indonesia di tangan Prabowo hanya omon omon,0,2026-04-15T11:40:27Z
@Abahfir65,Berjuang terus pa Mahpud MD !!! Rakyat ga bisa apa apa,0,2026-04-15T08:22:17Z
@DedihSunardih,RAKYAT...WAKTUNYA...MELAKSANAKAN HUKUM RIMBA...THDP KORUPTOR...,0,2026-04-15T05:21:55Z
@DedihSunardih,UTK KORUPTOR...HRS HUKUM RIMBA SAJA....,0,2026-04-15T05:17:18Z
@DedihSunardih,DPR...TDK ADA MANFAAT UTK RAKYAT....PERCUMA...,0,2026-04-15T04:59:17Z
@hassanart9225,"Sssstttt..., pak Prabowo itu tidak punya kuping. Dan dia sekarang dia sedang tidur. Nyenyak sekali.",0,2026-04-15T03:43:12Z
@yulianayuli-y7m,mamut md mau di kemuut.,0,2026-04-15T02:37:25Z
@DuniaHewan028,"orang awam pun bisa menilai jika Murjani CS bermain api ‼️‼️‼️‼️‼️‼️‼️‼️‼️
rekam jejak digital juga masih bisa di cek siapa si Murjani di Tahun 2024 saat Pilpres ‼️‼️‼️‼️‼️
( salah satu timnya paslon Ganjar- mahfud ) jadi sangat wajar jika membela tim nya 🤣🤣🤣🤣🤣",0,2026-04-15T01:41:00Z
@bapaklukito1295,Hala Mahfud itu di era nya pak Prabowo  baru brani ngomong ...coba era nya jackowi.mega ...langsung di copot mengembala sapi di Madura 😂😂😂,0,2026-04-15T01:14:19Z
@YosepSagur,"Pedas jga kritiknya pa mahfud ya, lanjut pa mahfud jangn cape.",1,2026-04-14T23:46:25Z
@MarhabanIbrahim-x2f,Assalamualaikum pak  mahfud saya ini marhaban ibrahim mantan seorang birokrat pensiun 4 e pada usia 60 dan skrg usia daya 70. Saya tak pernah lelah mencintai idealisme. Pak mahfud bagaimana klo saya bergabung dg bpk. Klo bpk berkenan. Saya akan merapat ke bpk. Saya tunggu kabar. Tks wass,0,2026-04-14T23:04:40Z
@aaronramzy4456,Sangat cerdas penjelasan bpk M .,0,2026-04-14T22:11:48Z
@rajawali7878,"Habis berapa duit harta pribadi pa Mahrud untuk modal pilpres kemarin ?
Lebih baik ikhlaskan duit yg SDH dipakai untuk pilpres  drpd selalu berpikir  sakit hati karena pilpres dan kebencian KPD pemenang pilpres .klo perilaku spt ini diteruskan bisa jadi penyakit yg menyerang tubuh lebih baik ikhlaskan dan terima kenyataan .TDK jadi wapres pun dunia TDK kiamat pa Mahfud .perbanyak. Istigfar untuk mengikhlaskan",0,2026-04-14T19:08:09Z
@tamansu2686,Tentang REFORMASI POLRI sampai mana dan apa REKOMENDASI dari Team ke Presiden... ❓‼️,0,2026-04-14T18:38:31Z
@ahdanofnof8510,"Intinya Agen CIA udah beroperasi di Indonesia . Ini cerita Clasik. Dimana negara aman damai pasti cari  cuan susah, mereka mencari orang sakit hati sebagai pion  dan mendanai mereka untuk bikin rusuh kalau bisa negara Keos. Baru mereka Cari Cuan.",0,2026-04-14T18:03:59Z
@ratumedusa2889,Prabowo terlalu percaya sama orang,0,2026-04-14T18:01:37Z
@JunaediSomad-vx2vo,Betul kata pak makfud,0,2026-04-14T17:21:46Z
@UmiYuyun-c4u,Setuju prof dikit2 makar klw mulyono gak disentuh smp skrg dah jelas ijazahnya palsu apa penegak hukum gak ada taring,0,2026-04-14T16:27:52Z
@Gustian-b6x,bagaimana kalau yg mengkritik itu tunggangan dari asing,0,2026-04-14T15:58:27Z
@muhammadrasul7822,Prabowo musuh koruptor dan mafia migas,0,2026-04-14T15:21:32Z
@SuYatno-u9r,Karna kamu Mahmut gak di PO akae sakit apa m4iyang..masarakat udah tau  anda gak dipake .semua presiden gak ada yg berani tangkap koropsi.anda pengganti amin  raes.tangkap pembuat gaduh negara.prabowo bukan pilihan  makmur. Yg milih rakyat kecil.,0,2026-04-14T14:54:17Z
@jesicadirra5207,Mantap,0,2026-04-14T14:25:02Z
@tarna123,NegarA di kuasai fir on .stop mbg .,0,2026-04-14T14:11:20Z
@HadiPrasetia-z6r,"Pemerintah banyak program tapi pelaksanaanya mana belum terasa, bahkan saat ini sembako cenderung mencekik rakyat.",0,2026-04-14T14:01:39Z
@RenolAribandi,Prabowo menghisap darah rakyat dan memalukan,0,2026-04-14T12:55:14Z
@JNKmusik,Alhamdulillah 75% puas 😊,0,2026-04-14T12:25:53Z
@novrisyamsudin9221,Klo presiden/wapres tidak bisa menjalankan hukum yg berkeadilan apalagi melanggar mandat/amanah yg dipercayakan sesuai janji kampanye berarti prediden dianggap tidak layak dan dpr/mpr berhak melengserkan/impeachment !,0,2026-04-14T11:22:06Z
@aniskurli1090,semangat prov untuk mencerdaskan bangsa,0,2026-04-14T11:20:18Z
@hamsil5854,"Pelaku makar hukumannya kuman mati ,silahkan klau  berani mau makar ....negara harus tegas menjalankan undang undang",1,2026-04-14T11:05:09Z
@hendriprananda6837,"Saiful Mujani dulu bantu Mahfud, sekarang Mahfud bantu Saiful mujani😂😂",0,2026-04-14T09:33:12Z
@samlanmasdor5628,Ya sekitu lemah nya pemerintahan Prabowo masih merasa terhutang budi dan takut sama Jokowi,0,2026-04-14T09:13:27Z
@MuhammadFaesal-w2n,PRESIDEN OMON OMON TIDAK BISA DI PEGANG OMON OMON NYA 😂,0,2026-04-14T09:03:50Z
@musanti8384,"Mari kita bersama cari solusi utk NKRI jgn cuma bisa unjuk rasa protes asal bicara, dan utk apa DPR MPR kalau gak bisa diajak kerja sama demi tegaknya negara kita bersama itu gunanya ada bawahan kt kalau tdk saling mengayomi demi untuk kemajuan bersama 👍👍🙏",0,2026-04-14T08:19:26Z
